Bulk mode; whois.cymru.com [2017-12-04 03:04:32 +0000]
NA      | 155.133.64.182   | NA                  | PL | ripencc  | 1991-11-07 | NA
3462    | 118.163.74.160   | 118.163.0.0/16      | TW | apnic    | 2007-10-04 | HINET Data Communication Business Group, TW
3462    | 125.231.109.183  | 125.231.0.0/16      | TW | apnic    | 2005-10-18 | HINET Data Communication Business Group, TW
3462    | 125.231.110.11   | 125.231.0.0/16      | TW | apnic    | 2005-10-18 | HINET Data Communication Business Group, TW
3462    | 125.231.110.173  | 125.231.0.0/16      | TW | apnic    | 2005-10-18 | HINET Data Communication Business Group, TW
3462    | 125.231.111.126  | 125.231.0.0/16      | TW | apnic    | 2005-10-18 | HINET Data Communication Business Group, TW
3462    | 125.231.87.158   | 125.231.0.0/16      | TW | apnic    | 2005-10-18 | HINET Data Communication Business Group, TW
3462    | 125.231.90.199   | 125.231.0.0/16      | TW | apnic    | 2005-10-18 | HINET Data Communication Business Group, TW
3462    | 125.231.91.87    | 125.231.0.0/16      | TW | apnic    | 2005-10-18 | HINET Data Communication Business Group, TW
3462    | 125.231.95.198   | 125.231.0.0/16      | TW | apnic    | 2005-10-18 | HINET Data Communication Business Group, TW
3462    | 125.231.95.40    | 125.231.0.0/16      | TW | apnic    | 2005-10-18 | HINET Data Communication Business Group, TW
3462    | 211.21.48.217    | 211.21.0.0/16       | TW | apnic    | 2000-06-30 | HINET Data Communication Business Group, TW
3462    | 220.129.57.58    | 220.129.0.0/16      | TW | apnic    | 2003-06-09 | HINET Data Communication Business Group, TW
3462    | 36.227.138.24    | 36.227.0.0/16       | TW | apnic    | 2011-01-20 | HINET Data Communication Business Group, TW
3462    | 36.227.161.175   | 36.227.0.0/16       | TW | apnic    | 2011-01-20 | HINET Data Communication Business Group, TW
3462    | 36.227.162.112   | 36.227.0.0/16       | TW | apnic    | 2011-01-20 | HINET Data Communication Business Group, TW
3462    | 36.227.175.240   | 36.227.0.0/16       | TW | apnic    | 2011-01-20 | HINET Data Communication Business Group, TW
3462    | 36.229.80.132    | 36.229.0.0/16       | TW | apnic    | 2011-01-20 | HINET Data Communication Business Group, TW
3462    | 36.232.42.133    | 36.232.0.0/16       | TW | apnic    | 2011-01-20 | HINET Data Communication Business Group, TW
3462    | 36.232.46.78     | 36.232.0.0/16       | TW | apnic    | 2011-01-20 | HINET Data Communication Business Group, TW
3462    | 36.233.31.38     | 36.233.0.0/16       | TW | apnic    | 2011-01-20 | HINET Data Communication Business Group, TW
3462    | 59.115.115.12    | 59.115.0.0/16       | TW | apnic    | 2004-09-09 | HINET Data Communication Business Group, TW
3462    | 59.115.117.225   | 59.115.0.0/16       | TW | apnic    | 2004-09-09 | HINET Data Communication Business Group, TW
3462    | 59.115.156.135   | 59.115.0.0/16       | TW | apnic    | 2004-09-09 | HINET Data Communication Business Group, TW
3462    | 59.115.156.138   | 59.115.0.0/16       | TW | apnic    | 2004-09-09 | HINET Data Communication Business Group, TW
3462    | 59.115.157.203   | 59.115.0.0/16       | TW | apnic    | 2004-09-09 | HINET Data Communication Business Group, TW
3462    | 59.115.199.59    | 59.115.0.0/16       | TW | apnic    | 2004-09-09 | HINET Data Communication Business Group, TW
3462    | 59.115.200.47    | 59.115.0.0/16       | TW | apnic    | 2004-09-09 | HINET Data Communication Business Group, TW
3462    | 59.115.201.93    | 59.115.0.0/16       | TW | apnic    | 2004-09-09 | HINET Data Communication Business Group, TW
3462    | 59.127.163.155   | 59.127.128.0/17     | TW | apnic    | 2005-10-18 | HINET Data Communication Business Group, TW
3462    | 60.248.162.179   | 60.248.0.0/16       | TW | apnic    | 2004-10-29 | HINET Data Communication Business Group, TW
3462    | 61.223.74.124    | 61.223.0.0/16       | TW | apnic    | 2001-05-15 | HINET Data Communication Business Group, TW
3462    | 61.223.89.131    | 61.223.0.0/16       | TW | apnic    | 2001-05-15 | HINET Data Communication Business Group, TW
3462    | 61.223.92.58     | 61.223.0.0/16       | TW | apnic    | 2001-05-15 | HINET Data Communication Business Group, TW
3462    | 61.223.94.174    | 61.223.0.0/16       | TW | apnic    | 2001-05-15 | HINET Data Communication Business Group, TW
3462    | 61.223.94.19     | 61.223.0.0/16       | TW | apnic    | 2001-05-15 | HINET Data Communication Business Group, TW
3462    | 61.223.94.67     | 61.223.0.0/16       | TW | apnic    | 2001-05-15 | HINET Data Communication Business Group, TW
3462    | 61.228.91.84     | 61.228.0.0/16       | TW | apnic    | 2001-10-09 | HINET Data Communication Business Group, TW
3462    | 61.228.92.249    | 61.228.0.0/16       | TW | apnic    | 2001-10-09 | HINET Data Communication Business Group, TW
3462    | 61.230.105.10    | 61.230.0.0/16       | TW | apnic    | 2001-10-09 | HINET Data Communication Business Group, TW
3462    | 61.230.110.47    | 61.230.0.0/16       | TW | apnic    | 2001-10-09 | HINET Data Communication Business Group, TW
3462    | 61.230.117.3     | 61.230.0.0/16       | TW | apnic    | 2001-10-09 | HINET Data Communication Business Group, TW
3462    | 61.230.160.183   | 61.230.0.0/16       | TW | apnic    | 2001-10-09 | HINET Data Communication Business Group, TW
3462    | 61.230.161.6     | 61.230.0.0/16       | TW | apnic    | 2001-10-09 | HINET Data Communication Business Group, TW
3462    | 61.230.173.150   | 61.230.0.0/16       | TW | apnic    | 2001-10-09 | HINET Data Communication Business Group, TW
3462    | 61.230.173.245   | 61.230.0.0/16       | TW | apnic    | 2001-10-09 | HINET Data Communication Business Group, TW
3549    | 190.216.2.136    | 190.216.0.0/18      | AR | lacnic   | 2007-10-04 | LVLT-3549 - Level 3 Communications, Inc., US
3549    | 35.248.27.205    | 35.248.0.0/13       | US | arin     | 2012-08-30 | LVLT-3549 - Level 3 Communications, Inc., US
4224    | 162.247.72.27    | 162.247.72.0/24     | US | arin     | 2014-04-18 | CALYX-AS - The Calyx Institute, US
4766    | 118.32.27.85     | 118.32.0.0/13       | KR | apnic    | 2007-08-03 | KIXS-AS-KR Korea Telecom, KR
4766    | 14.58.118.69     | 14.56.0.0/13        | KR | apnic    | 2010-08-02 | KIXS-AS-KR Korea Telecom, KR
4766    | 222.110.3.1      | 222.104.0.0/13      | KR | apnic    | 2003-10-27 | KIXS-AS-KR Korea Telecom, KR
4766    | 59.16.74.234     | 59.16.0.0/13        | KR | apnic    | 2004-08-02 | KIXS-AS-KR Korea Telecom, KR
5408    | 83.212.82.116    | 83.212.0.0/16       | GR | ripencc  | 2004-03-17 | GR-NET http://www.grnet.gr, GR
5432    | 213.49.10.68     | 213.49.0.0/16       | BE | ripencc  | 1999-11-19 | BELGACOM-SKYNET-AS, BE
5432    | 213.49.144.97    | 213.49.0.0/16       | BE | ripencc  | 1999-11-19 | BELGACOM-SKYNET-AS, BE
5432    | 213.49.150.27    | 213.49.0.0/16       | BE | ripencc  | 1999-11-19 | BELGACOM-SKYNET-AS, BE
5432    | 213.49.165.56    | 213.49.0.0/16       | BE | ripencc  | 1999-11-19 | BELGACOM-SKYNET-AS, BE
5432    | 213.49.169.237   | 213.49.0.0/16       | BE | ripencc  | 1999-11-19 | BELGACOM-SKYNET-AS, BE
5432    | 62.235.124.229   | 62.235.0.0/16       | BE | ripencc  | 2001-01-02 | BELGACOM-SKYNET-AS, BE
5432    | 62.235.200.143   | 62.235.0.0/16       | BE | ripencc  | 2001-01-02 | BELGACOM-SKYNET-AS, BE
5432    | 62.235.203.50    | 62.235.0.0/16       | BE | ripencc  | 2001-01-02 | BELGACOM-SKYNET-AS, BE
5432    | 62.235.204.247   | 62.235.0.0/16       | BE | ripencc  | 2001-01-02 | BELGACOM-SKYNET-AS, BE
5432    | 62.235.222.192   | 62.235.0.0/16       | BE | ripencc  | 2001-01-02 | BELGACOM-SKYNET-AS, BE
5432    | 62.235.57.174    | 62.235.0.0/16       | BE | ripencc  | 2001-01-02 | BELGACOM-SKYNET-AS, BE
5432    | 62.235.64.113    | 62.235.0.0/16       | BE | ripencc  | 2001-01-02 | BELGACOM-SKYNET-AS, BE
5432    | 62.235.88.249    | 62.235.0.0/16       | BE | ripencc  | 2001-01-02 | BELGACOM-SKYNET-AS, BE
5432    | 80.236.197.234   | 80.236.128.0/17     | BE | ripencc  | 2001-10-31 | BELGACOM-SKYNET-AS, BE
5432    | 83.134.133.198   | 83.134.0.0/16       | BE | ripencc  | 2004-01-22 | BELGACOM-SKYNET-AS, BE
5483    | 84.3.10.87       | 84.0.0.0/14         | HU | ripencc  | 2004-09-17 | HTC-AS Magyar Telekom Nyrt., HU
5483    | 86.59.131.235    | 86.59.128.0/17      | HU | ripencc  | 2012-09-10 | HTC-AS Magyar Telekom Nyrt., HU
5483    | 86.59.172.81     | 86.59.128.0/17      | HU | ripencc  | 2012-09-10 | HTC-AS Magyar Telekom Nyrt., HU
5483    | 86.59.172.9      | 86.59.128.0/17      | HU | ripencc  | 2012-09-10 | HTC-AS Magyar Telekom Nyrt., HU
5541    | 194.68.44.219    | 194.68.44.0/24      | SE | ripencc  | 1994-04-19 | ADNET-TELECOM, RO
5577    | 94.242.205.2     | 94.242.192.0/18     | LU | ripencc  | 2008-10-21 | ROOT, LU
5578    | 85.248.227.163   | 85.248.0.0/16       | SK | ripencc  | 2005-01-20 | GTS-SK-AS Bratislava, Slovak Republic, CZ
5578    | 85.248.227.164   | 85.248.0.0/16       | SK | ripencc  | 2005-01-20 | GTS-SK-AS Bratislava, Slovak Republic, CZ
5578    | 85.248.227.165   | 85.248.0.0/16       | SK | ripencc  | 2005-01-20 | GTS-SK-AS Bratislava, Slovak Republic, CZ
5607    | 87.81.148.61     | 87.80.0.0/15        | GB | ripencc  | 2005-05-09 | BSKYB-BROADBAND-AS, GB
5617    | 178.42.100.222   | 178.42.0.0/15       | PL | ripencc  | 2010-02-09 | TPNET, PL
5617    | 178.42.102.83    | 178.42.0.0/15       | PL | ripencc  | 2010-02-09 | TPNET, PL
5617    | 178.42.108.51    | 178.42.0.0/15       | PL | ripencc  | 2010-02-09 | TPNET, PL
5617    | 178.42.120.111   | 178.42.0.0/15       | PL | ripencc  | 2010-02-09 | TPNET, PL
5617    | 178.42.4.86      | 178.42.0.0/15       | PL | ripencc  | 2010-02-09 | TPNET, PL
5617    | 178.42.9.223     | 178.42.0.0/15       | PL | ripencc  | 2010-02-09 | TPNET, PL
5617    | 83.28.108.231    | 83.24.0.0/13        | PL | ripencc  | 2003-12-03 | TPNET, PL
5617    | 83.28.124.107    | 83.24.0.0/13        | PL | ripencc  | 2003-12-03 | TPNET, PL
5617    | 83.28.204.87     | 83.24.0.0/13        | PL | ripencc  | 2003-12-03 | TPNET, PL
5617    | 83.28.210.22     | 83.24.0.0/13        | PL | ripencc  | 2003-12-03 | TPNET, PL
5617    | 83.28.231.159    | 83.24.0.0/13        | PL | ripencc  | 2003-12-03 | TPNET, PL
5617    | 83.28.231.209    | 83.24.0.0/13        | PL | ripencc  | 2003-12-03 | TPNET, PL
5617    | 83.6.1.146       | 83.0.0.0/13         | PL | ripencc  | 2003-12-03 | TPNET, PL
5617    | 83.6.116.109     | 83.0.0.0/13         | PL | ripencc  | 2003-12-03 | TPNET, PL
5617    | 83.6.119.105     | 83.0.0.0/13         | PL | ripencc  | 2003-12-03 | TPNET, PL
5617    | 83.6.58.213      | 83.0.0.0/13         | PL | ripencc  | 2003-12-03 | TPNET, PL
5617    | 83.6.6.187       | 83.0.0.0/13         | PL | ripencc  | 2003-12-03 | TPNET, PL
5628    | 195.91.66.100    | 195.91.0.0/17       | SK | ripencc  | 1997-02-26 | EUROTEL-, SK
5645    | 206.248.184.127  | 206.248.184.0/22    | CA | arin     | 2005-03-08 | TEKSAVVY - TekSavvy Solutions, Inc., CA
5650    | 47.142.130.54    | 47.142.128.0/17     | US | arin     | 2015-08-28 | FRONTIER-FRTR - Frontier Communications of America, Inc., US
6181    | 66.42.224.235    | 66.42.192.0/18      | US | arin     | 2003-05-28 | FUSE-NET - Cincinnati Bell Telephone Company LLC, US
6315    | 166.70.15.14     | 166.70.0.0/16       | US | arin     | 1997-02-19 | XMISSION - XMission, L.C., US
6389    | 74.252.14.154    | 74.252.0.0/19       | US | arin     | 2006-01-17 | BELLSOUTH-NET-BLK - BellSouth.net Inc., US
6471    | 164.77.133.220   | 164.77.128.0/17     | CL | lacnic   | 1992-12-23 | ENTEL CHILE S.A., CL
6535    | 179.4.119.18     | 179.4.64.0/18       | CL | lacnic   | 2013-01-21 | Telmex Servicios Empresariales S.A., CL
6535    | 179.4.120.231    | 179.4.64.0/18       | CL | lacnic   | 2013-01-21 | Telmex Servicios Empresariales S.A., CL
6640    | 66.155.4.213     | 66.155.4.0/24       | CA | arin     | 2001-07-27 | CENTURYLINK-TIER3-CLOUD - Qwest Communications Company, LLC, US
6718    | 91.250.241.241   | 91.250.241.0/24     | RO | ripencc  | 2012-09-14 | NAV NAV Communications, RO
6775    | 79.134.255.200   | 79.134.240.0/20     | CH | ripencc  | 2007-10-24 | FINK-TELECOM-SERVICES, CH
6805    | 77.191.0.185     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.11.229    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.11.237    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.12.176    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.12.58     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.13.247    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.13.26     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.15.208    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.15.229    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.16.42     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.18.236    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.19.135    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.2.212     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.21.254    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.21.87     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.24.100    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.24.153    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.26.109    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.26.210    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.26.45     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.26.88     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.27.216    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.29.252    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.29.54     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.32.33     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.34.120    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.35.132    | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.4.195     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.6.29      | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.6.76      | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.8.226     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.9.149     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6805    | 77.191.9.251     | 77.176.0.0/12       | DE | ripencc  | 2006-11-17 | TDDE-ASN1, DE
6830    | 178.201.110.5    | 178.200.0.0/15      | DE | ripencc  | 2010-03-16 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 178.202.169.177  | 178.202.0.0/15      | DE | ripencc  | 2010-03-16 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 213.47.190.4     | 213.47.128.0/17     | AT | ripencc  | 1999-12-30 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 31.179.151.198   | 31.179.0.0/16       | PL | ripencc  | 2011-03-22 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 77.250.227.12    | 77.250.0.0/15       | NL | ripencc  | 2007-01-26 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 80.110.167.160   | 80.110.128.0/17     | AT | ripencc  | 2001-07-19 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 84.0.128.7       | 84.0.0.0/16         | HU | ripencc  | 2004-09-17 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 84.0.166.148     | 84.0.0.0/16         | HU | ripencc  | 2004-09-17 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 84.114.51.129    | 84.114.0.0/15       | AT | ripencc  | 2004-04-07 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 84.42.239.35     | 84.42.192.0/18      | CZ | ripencc  | 2004-09-14 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 84.42.239.36     | 84.42.192.0/18      | CZ | ripencc  | 2004-09-14 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 88.153.172.185   | 88.153.0.0/16       | DE | ripencc  | 2008-04-14 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6830    | 92.111.156.14    | 92.110.0.0/15       | NL | ripencc  | 2007-10-23 | LGI-UPC formerly known as UPC Broadband Holding B.V., AT
6848    | 78.21.52.58      | 78.20.0.0/14        | BE | ripencc  | 2007-05-14 | TELENET-AS, BE
6855    | 195.91.66.100    | 195.91.0.0/17       | SK | ripencc  | 1997-02-26 | , SK
6939    | 216.218.222.11   | 216.218.128.0/17    | US | arin     | 1999-08-30 | HURRICANE - Hurricane Electric, Inc., US
6939    | 216.218.222.12   | 216.218.128.0/17    | US | arin     | 1999-08-30 | HURRICANE - Hurricane Electric, Inc., US
6939    | 216.218.222.14   | 216.218.128.0/17    | US | arin     | 1999-08-30 | HURRICANE - Hurricane Electric, Inc., US
6939    | 66.220.3.179     | 66.220.0.0/19       | US | arin     | 2002-01-17 | HURRICANE - Hurricane Electric, Inc., US
7018    | 108.208.120.134  | 108.192.0.0/10      | US | arin     | 2011-01-12 | ATT-INTERNET4 - AT&T Services, Inc., US
7018    | 75.54.229.204    | 75.48.0.0/12        | US | arin     | 2006-02-28 | ATT-INTERNET4 - AT&T Services, Inc., US
7545    | 110.174.43.136   | 110.174.42.0/23     | AU | apnic    | 2009-05-08 | TPG-INTERNET-AP TPG Telecom Limited, AU
7545    | 14.202.230.49    | 14.202.230.0/24     | AU | apnic    | 2010-09-14 | TPG-INTERNET-AP TPG Telecom Limited, AU
7545    | 27.33.7.13       | 27.33.7.0/24        | AU | apnic    | 2010-03-18 | TPG-INTERNET-AP TPG Telecom Limited, AU
7922    | 173.14.173.227   | 173.8.0.0/13        | US | arin     | 2008-05-05 | COMCAST-7922 - Comcast Cable Communications, LLC, US
7922    | 50.247.195.124   | 50.128.0.0/9        | US | arin     | 2010-10-21 | COMCAST-7922 - Comcast Cable Communications, LLC, US
7922    | 50.76.159.218    | 50.76.0.0/14        | US | arin     | 2011-01-06 | COMCAST-7922 - Comcast Cable Communications, LLC, US
7922    | 73.140.67.149    | 73.0.0.0/8          | US | arin     | 2005-04-19 | COMCAST-7922 - Comcast Cable Communications, LLC, US
7922    | 96.64.149.101    | 96.64.0.0/11        | US | arin     | 2008-02-21 | COMCAST-7922 - Comcast Cable Communications, LLC, US
8075    | 104.208.158.116  | 104.208.0.0/13      | US | arin     | 2014-10-01 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
